Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match,source
local,1.06,1.0,1.11,100,11.45,12.59,10.3,0.22,0.24,0.2,2.5,2.75,2.25,5.49,6.04,4.94,local,en,2124,exact,scraped
moment,1.13,1.01,1.24,100,30.57,33.63,27.51,13.77,15.14,12.39,420.89,462.98,378.8,121.39,133.53,109.25,moment,en,2124,exact,scraped
gatys,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gatys,en,2124,exact,scraped
cifar,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cifar,en,2124,exact,scraped
technology,1.86,1.67,2.05,100,50.2,55.22,45.18,0.41,0.45,0.36,20.36,22.39,18.32,34.36,37.8,30.92,technology,en,2124,exact,scraped
generate,1.06,1.0,1.11,100,36.21,39.83,32.59,0.16,0.17,0.14,5.75,6.32,5.17,3.38,3.72,3.04,generate,en,2124,exact,scraped
transfer,1.06,1.0,1.11,100,15.51,17.06,13.96,0.02,0.02,0.02,0.29,0.32,0.26,0.42,0.46,0.38,transfer,en,2124,exact,scraped
bit,1.06,1.0,1.11,100,12.07,13.28,10.86,0.04,0.04,0.03,0.46,0.51,0.42,0.42,0.46,0.38,bit,en,2124,exact,scraped
valuation,1.56,1.4,1.72,100,59.6,65.56,53.64,0.04,0.04,0.03,2.21,2.43,1.99,4.65,5.11,4.18,valuation,en,2124,exact,scraped
soon,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,soon,en,2124,exact,scraped
gyrate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gyrate,en,2124,exact,scraped
slow,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slow,en,2124,exact,scraped
relic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relic,en,2124,exact,scraped
edition,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,edition,en,2124,exact,scraped
weekend,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,weekend,en,2124,exact,scraped
doubt,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,doubt,en,2124,exact,scraped
feed,1.06,1.0,1.11,100,24.64,27.1,22.18,0.11,0.13,0.1,2.81,3.1,2.53,2.11,2.32,1.9,feed,en,2124,exact,scraped
sole,1.06,1.0,1.11,100,21.78,23.96,19.61,0.28,0.3,0.25,5.99,6.59,5.39,6.9,7.59,6.21,sole,en,2124,exact,scraped
open,1.06,1.0,1.11,100,11.87,13.06,10.68,0.25,0.28,0.23,3.02,3.32,2.72,3.94,4.34,3.55,open,en,2124,exact,scraped
source,1.06,1.0,1.12,100,34.65,38.11,31.18,145.4,159.94,130.86,5037.76,5541.53,4533.98,1231.61,1354.77,1108.45,source,en,2124,exact,scraped
resize,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resize,en,2124,exact,scraped
n,1.06,1.0,1.13,100,8.56,9.42,7.71,2.0,2.2,1.8,17.14,18.86,15.43,64.78,71.25,58.3,n,en,2124,exact,scraped
optimization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optimization,en,2124,exact,scraped
engine,1.06,1.0,1.11,100,8.89,9.78,8.0,0.05,0.06,0.05,0.47,0.51,0.42,0.84,0.93,0.76,engine,en,2124,exact,scraped
rand,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rand,en,2124,exact,scraped
scratch,1.06,1.0,1.11,100,28.14,30.95,25.32,9.25,10.18,8.33,260.37,286.4,234.33,77.31,85.04,69.58,scratch,en,2124,exact,scraped
pytorch,1.46,1.31,1.61,100,51.62,56.79,46.46,0.24,0.26,0.21,12.32,13.55,11.08,10.42,11.46,9.38,pytorch,en,2124,exact,scraped
like,1.06,1.0,1.11,100,5.93,6.52,5.34,0.03,0.03,0.02,0.16,0.18,0.15,0.84,0.93,0.76,like,en,2124,exact,scraped
cover,1.06,1.0,1.11,100,18.84,20.72,16.96,0.47,0.51,0.42,8.82,9.7,7.93,9.86,10.84,8.87,cover,en,2124,exact,scraped
major,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,major,en,2124,exact,scraped
python,1.71,1.54,1.88,100,59.59,65.55,53.63,1.56,1.71,1.4,92.71,101.99,83.44,110.4,121.44,99.36,python,en,2124,exact,scraped
address,1.06,1.0,1.11,100,20.28,22.31,18.25,0.23,0.25,0.21,4.69,5.16,4.22,5.63,6.2,5.07,address,en,2124,exact,scraped
parallelism,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parallelism,en,2124,exact,scraped
simple,1.93,1.73,2.12,100,33.41,36.75,30.07,0.19,0.21,0.17,6.29,6.92,5.66,6.76,7.44,6.08,simple,en,2124,exact,scraped
section,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,section,en,2124,exact,scraped
extend,1.06,1.0,1.11,100,36.72,40.4,33.05,0.17,0.19,0.15,6.18,6.8,5.56,4.65,5.11,4.18,extend,en,2124,exact,scraped
double,1.06,1.0,1.11,100,6.63,7.29,5.97,0.02,0.02,0.02,0.11,0.13,0.1,0.42,0.46,0.38,double,en,2124,exact,scraped
read,1.06,1.0,1.11,100,8.08,8.89,7.28,0.35,0.38,0.31,2.8,3.08,2.52,3.52,3.87,3.17,read,en,2124,exact,scraped
look,1.06,1.0,1.11,100,7.03,7.73,6.33,0.25,0.27,0.22,1.73,1.9,1.55,3.52,3.87,3.17,look,en,2124,exact,scraped
internal,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,internal,en,2124,exact,scraped
give,1.06,1.0,1.11,100,0.48,0.52,0.43,0.03,0.03,0.03,0.01,0.02,0.01,0.42,0.46,0.38,give,en,2124,exact,scraped
familiarity,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,familiarity,en,2124,exact,scraped
combine,1.1,1.0,1.2,100,36.77,40.44,33.09,0.23,0.25,0.21,8.42,9.26,7.58,11.12,12.24,10.01,combine,en,2124,exact,scraped
dynamical,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dynamical,en,2124,exact,scraped
remain,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,remain,en,2124,exact,scraped
wolf,1.06,1.0,1.11,100,11.12,12.23,10.01,0.04,0.04,0.03,0.4,0.44,0.36,0.42,0.46,0.38,wolf,en,2124,exact,scraped
arrive,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,arrive,en,2124,exact,scraped
scene,1.06,1.0,1.11,100,9.3,10.23,8.37,86.22,94.84,77.6,801.95,882.15,721.76,1005.03,1105.54,904.53,scene,en,2124,exact,scraped
experience,1.06,1.0,1.11,100,17.12,18.83,15.41,0.17,0.19,0.15,2.89,3.18,2.6,7.46,8.21,6.72,experience,en,2124,exact,scraped
gigabit,1.06,1.0,1.11,100,41.38,45.52,37.24,0.02,0.03,0.02,0.99,1.09,0.89,0.42,0.46,0.38,gigabit,en,2124,exact,scraped
security,1.65,1.48,1.81,100,51.25,56.38,46.13,1.41,1.55,1.26,72.02,79.22,64.82,123.92,136.31,111.53,security,en,2124,exact,scraped
improve,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,improve,en,2124,exact,scraped
algorithm,1.06,1.0,1.11,100,6.83,7.51,6.14,0.02,0.02,0.01,0.1,0.11,0.09,0.42,0.46,0.38,algorithm,en,2124,exact,scraped
arbitrary,1.06,1.0,1.11,100,35.92,39.51,32.33,0.0,0.01,0.0,0.17,0.19,0.15,0.42,0.46,0.38,arbitrary,en,2124,exact,scraped
complex,1.06,1.0,1.11,100,8.07,8.87,7.26,0.02,0.02,0.02,0.14,0.15,0.12,0.42,0.46,0.38,complex,en,2124,exact,scraped
simulation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,simulation,en,2124,exact,scraped
carry,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,carry,en,2124,exact,scraped
semantic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,semantic,en,2124,exact,scraped
folder,1.06,1.0,1.11,100,23.83,26.21,21.44,0.18,0.2,0.16,4.3,4.73,3.87,5.49,6.04,4.94,folder,en,2124,exact,scraped
way,1.06,1.0,1.11,100,28.62,31.48,25.76,0.42,0.46,0.38,11.99,13.19,10.79,5.49,6.04,4.94,way,en,2124,exact,scraped
determine,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,determine,en,2124,exact,scraped
hide,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hide,en,2124,exact,scraped
part,1.06,1.0,1.11,100,67.15,73.87,60.44,0.01,0.01,0.01,0.91,1.0,0.82,0.42,0.46,0.38,part,en,2124,exact,scraped
blue,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blue,en,2124,exact,scraped
feature,1.14,1.02,1.25,100,23.89,26.28,21.5,0.16,0.18,0.15,3.92,4.32,3.53,3.1,3.41,2.79,feature,en,2124,exact,scraped
great,1.06,1.0,1.11,100,21.04,23.14,18.93,0.0,0.0,0.0,0.02,0.02,0.02,0.42,0.46,0.38,great,en,2124,exact,scraped
fortunately,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fortunately,en,2124,exact,scraped
mathematic,1.06,1.0,1.11,100,12.81,14.09,11.53,0.07,0.08,0.06,0.91,1.0,0.82,0.42,0.46,0.38,mathematic,en,2124,exact,scraped
idea,1.06,1.0,1.11,100,38.09,41.9,34.28,0.23,0.25,0.21,8.8,9.69,7.92,13.8,15.18,12.42,idea,en,2124,exact,scraped
paperspace,1.24,1.11,1.36,100,63.62,69.98,57.25,0.72,0.79,0.65,45.8,50.38,41.22,10.84,11.93,9.76,paperspace,en,2124,exact,scraped
check,1.29,1.16,1.42,100,35.82,39.4,32.23,0.23,0.25,0.21,8.3,9.13,7.47,6.2,6.82,5.58,check,en,2124,exact,scraped
hosted,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hosted,en,2124,exact,scraped
desktop,1.08,1.0,1.15,100,33.52,36.87,30.17,0.27,0.29,0.24,8.96,9.86,8.07,9.72,10.69,8.74,desktop,en,2124,exact,scraped
start,1.06,1.0,1.12,100,14.44,15.89,13.0,10.46,11.51,9.41,151.08,166.18,135.97,86.18,94.8,77.56,start,en,2124,exact,scraped
central,1.06,1.0,1.11,100,5.32,5.85,4.79,0.02,0.02,0.02,0.1,0.11,0.09,0.42,0.46,0.38,central,en,2124,exact,scraped
discussion,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discussion,en,2124,exact,scraped
ntopology,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ntopology,en,2124,exact,scraped
conversation,1.06,1.0,1.11,100,12.67,13.94,11.41,0.02,0.02,0.01,0.2,0.22,0.18,0.42,0.46,0.38,conversation,en,2124,exact,scraped
upscaling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,upscaling,en,2124,exact,scraped
rnn,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rnn,en,2124,exact,scraped
updateread,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,updateread,en,2124,exact,scraped
performs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,performs,en,2124,exact,scraped
scores,1.07,1.0,1.13,100,12.45,13.7,11.21,9.39,10.33,8.45,116.94,128.63,105.24,143.07,157.38,128.77,scores,en,2124,exact,scraped
cycle,1.45,1.31,1.6,100,14.48,15.93,13.03,0.05,0.06,0.05,0.77,0.85,0.7,2.11,2.32,1.9,cycle,en,2124,exact,scraped
endorsement,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,endorsement,en,2124,exact,scraped
need,1.06,1.0,1.11,100,12.81,14.09,11.53,0.15,0.16,0.13,1.9,2.1,1.71,3.94,4.34,3.55,need,en,2124,exact,scraped
sustainable,1.36,1.23,1.5,100,71.23,78.35,64.11,0.08,0.09,0.08,5.95,6.54,5.35,11.69,12.86,10.52,sustainable,en,2124,exact,scraped
express,1.06,1.0,1.11,100,20.58,22.64,18.52,0.5,0.56,0.45,10.38,11.42,9.35,10.0,11.0,9.0,express,en,2124,exact,scraped
show,1.06,1.0,1.11,100,34.43,37.87,30.98,0.03,0.03,0.02,0.87,0.96,0.78,0.84,0.93,0.76,show,en,2124,exact,scraped
final,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,final,en,2124,exact,scraped
downloader,1.06,1.0,1.11,100,8.94,9.84,8.05,0.19,0.21,0.17,1.67,1.84,1.51,1.69,1.86,1.52,downloader,en,2124,exact,scraped
stride,1.06,1.0,1.11,100,78.24,86.06,70.41,0.34,0.37,0.3,26.34,28.97,23.7,2.53,2.79,2.28,stride,en,2124,exact,scraped
saturations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,saturations,en,2124,exact,scraped
int,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,int,en,2124,exact,scraped
compute,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,compute,en,2124,exact,scraped
computer,1.08,1.0,1.17,100,23.25,25.57,20.92,2.55,2.8,2.29,59.17,65.09,53.26,50.7,55.76,45.63,computer,en,2124,exact,scraped
enable,1.06,1.0,1.11,100,4.97,5.46,4.47,0.09,0.1,0.08,0.43,0.47,0.39,1.27,1.39,1.14,enable,en,2124,exact,scraped
tool,1.06,1.0,1.13,100,17.2,18.92,15.48,2.83,3.11,2.54,48.64,53.5,43.78,111.25,122.37,100.12,tool,en,2124,exact,scraped
teacher,1.06,1.0,1.11,100,23.05,25.36,20.75,0.03,0.04,0.03,0.73,0.81,0.66,0.84,0.93,0.76,teacher,en,2124,exact,scraped
course,1.06,1.0,1.11,100,35.55,39.1,31.99,0.11,0.12,0.1,3.78,4.16,3.4,3.1,3.41,2.79,course,en,2124,exact,scraped
route,1.06,1.0,1.11,100,2.33,2.56,2.1,0.05,0.06,0.05,0.12,0.13,0.11,0.42,0.46,0.38,route,en,2124,exact,scraped
kubrick,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kubrick,en,2124,exact,scraped
personalization,2.36,2.12,2.6,100,43.58,47.93,39.22,1.1,1.21,0.99,48.07,52.87,43.26,53.37,58.71,48.03,personalization,en,2124,exact,scraped
graphic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,graphic,en,2124,exact,scraped
tensors,1.06,1.0,1.11,100,16.1,17.71,14.49,0.03,0.03,0.03,0.46,0.5,0.41,0.84,0.93,0.76,tensors,en,2124,exact,scraped
flexible,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,flexible,en,2124,exact,scraped
musically,1.06,1.0,1.11,100,6.06,6.67,5.46,0.19,0.21,0.17,1.15,1.26,1.03,0.84,0.93,0.76,musically,en,2124,exact,scraped
announce,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,announce,en,2124,exact,scraped
interest,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interest,en,2124,exact,scraped
rate,1.06,1.0,1.11,100,34.48,37.92,31.03,0.04,0.04,0.04,1.36,1.5,1.23,0.84,0.93,0.76,rate,en,2124,exact,scraped
ken,1.06,1.0,1.11,100,18.42,20.26,16.58,0.01,0.02,0.01,0.25,0.28,0.23,0.42,0.46,0.38,ken,en,2124,exact,scraped
horror,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,horror,en,2124,exact,scraped
reinforcement,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reinforcement,en,2124,exact,scraped
learn,1.06,1.0,1.11,100,50.26,55.29,45.24,0.21,0.23,0.19,10.71,11.78,9.64,4.51,4.96,4.06,learn,en,2124,exact,scraped
fin,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fin,en,2124,exact,scraped
celebrate,2.36,2.12,2.59,100,13.76,15.14,12.38,0.03,0.03,0.03,0.41,0.45,0.36,0.84,0.93,0.76,celebrate,en,2124,exact,scraped
factors,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,factors,en,2124,exact,scraped
collaborator,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,collaborator,en,2124,exact,scraped
rejection,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rejection,en,2124,exact,scraped
work,1.32,1.19,1.45,100,12.33,13.56,11.09,0.55,0.6,0.49,6.75,7.43,6.08,15.63,17.19,14.07,work,en,2124,exact,scraped
transformed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,transformed,en,2124,exact,scraped
capitalization,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,capitalization,en,2124,exact,scraped
science,1.1,1.0,1.21,100,16.35,17.99,14.72,0.76,0.84,0.68,12.43,13.67,11.19,19.43,21.38,17.49,science,en,2124,exact,scraped
szabos,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,szabos,en,2124,exact,scraped
acms,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,acms,en,2124,exact,scraped
g sample,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,g sample,en,2124,exact,scraped
cuda,1.6,1.44,1.76,100,86.86,95.54,78.17,0.02,0.02,0.02,1.92,2.11,1.73,2.96,3.25,2.66,cuda,en,2124,exact,scraped
calls,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calls,en,2124,exact,scraped
error,1.06,1.0,1.11,100,11.89,13.08,10.7,0.04,0.04,0.03,0.42,0.46,0.38,1.27,1.39,1.14,error,en,2124,exact,scraped
efficiently,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,efficiently,en,2124,exact,scraped
evaluation,1.06,1.0,1.11,100,21.07,23.17,18.96,0.03,0.03,0.02,0.58,0.64,0.52,1.27,1.39,1.14,evaluation,en,2124,exact,scraped
university,1.09,1.0,1.17,100,34.87,38.35,31.38,1.28,1.41,1.15,44.69,49.16,40.22,75.48,83.03,67.93,university,en,2124,exact,scraped
architecture,1.11,1.0,1.22,100,45.91,50.5,41.31,0.4,0.44,0.36,18.31,20.14,16.47,29.57,32.53,26.61,architecture,en,2124,exact,scraped
processing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,processing,en,2124,exact,scraped
low,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,low,en,2124,exact,scraped
article,1.08,1.0,1.16,100,20.76,22.83,18.68,52.12,57.34,46.91,1082.02,1190.22,973.82,787.61,866.37,708.85,article,en,2124,exact,scraped
covers,1.06,1.0,1.11,100,20.0,22.0,18.0,0.24,0.27,0.22,4.83,5.31,4.35,4.93,5.42,4.44,covers,en,2124,exact,scraped
filters,1.07,1.0,1.14,100,35.23,38.75,31.71,0.3,0.33,0.27,10.45,11.5,9.41,13.52,14.87,12.17,filters,en,2124,exact,scraped
meaning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,meaning,en,2124,exact,scraped
detects,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,detects,en,2124,exact,scraped
worked,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,worked,en,2124,exact,scraped
from numpy,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,from numpy,en,2124,exact,scraped
careful,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,careful,en,2124,exact,scraped
print,1.07,1.0,1.14,100,25.93,28.53,23.34,1.47,1.62,1.33,38.25,42.07,34.42,33.23,36.56,29.91,print,en,2124,exact,scraped
attonement,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,attonement,en,2124,exact,scraped
wordpress,1.98,1.79,2.18,100,27.92,30.71,25.13,101.91,112.1,91.72,2845.5,3130.05,2560.95,1639.29,1803.22,1475.36,wordpress,en,2124,exact,scraped
andrew,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,andrew,en,2124,exact,scraped
instruction,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,instruction,en,2124,exact,scraped
batch id,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,batch id,en,2124,exact,scraped
engagement,1.06,1.0,1.11,100,32.38,35.62,29.15,0.08,0.08,0.07,2.45,2.69,2.2,3.94,4.34,3.55,engagement,en,2124,exact,scraped
kera,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kera,en,2124,exact,scraped
controller,1.08,1.0,1.16,100,49.49,54.44,44.54,6.39,7.03,5.75,316.2,347.82,284.58,73.51,80.86,66.16,controller,en,2124,exact,scraped
orchestrated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,orchestrated,en,2124,exact,scraped
cooperate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cooperate,en,2124,exact,scraped
practice,1.06,1.0,1.11,100,5.97,6.56,5.37,0.02,0.02,0.01,0.09,0.1,0.08,0.42,0.46,0.38,practice,en,2124,exact,scraped
anime,1.06,1.0,1.11,100,18.53,20.38,16.67,9.88,10.87,8.89,183.1,201.41,164.79,234.75,258.22,211.27,anime,en,2124,exact,scraped
apply,1.06,1.0,1.11,100,4.76,5.24,4.29,0.51,0.57,0.46,2.45,2.69,2.2,8.31,9.14,7.48,apply,en,2124,exact,scraped
udacity,1.68,1.51,1.85,100,15.11,16.62,13.6,25.94,28.53,23.34,391.88,431.07,352.69,236.3,259.93,212.67,udacity,en,2124,exact,scraped
introduction,1.06,1.0,1.11,100,3.07,3.38,2.76,0.02,0.02,0.02,0.07,0.07,0.06,0.42,0.46,0.38,introduction,en,2124,exact,scraped
employer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,employer,en,2124,exact,scraped
env,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,env,en,2124,exact,scraped
delany,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,delany,en,2124,exact,scraped
lovecraftey,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lovecraftey,en,2124,exact,scraped
dataset,1.19,1.07,1.3,100,52.62,57.88,47.36,0.06,0.07,0.05,3.13,3.44,2.82,2.96,3.25,2.66,dataset,en,2124,exact,scraped
party,1.12,1.01,1.23,100,20.0,22.0,18.0,0.95,1.05,0.86,19.01,20.91,17.11,21.12,23.24,19.01,party,en,2124,exact,scraped
coursera,1.09,1.0,1.18,100,21.98,24.17,19.78,2.17,2.38,1.95,47.59,52.35,42.83,22.11,24.32,19.9,coursera,en,2124,exact,scraped
net,1.92,1.72,2.11,100,31.0,34.1,27.9,2.55,2.81,2.3,79.14,87.06,71.23,117.58,129.34,105.83,net,en,2124,exact,scraped
mapping,1.06,1.0,1.11,100,44.57,49.03,40.11,0.16,0.18,0.14,7.13,7.84,6.42,15.77,17.35,14.19,mapping,en,2124,exact,scraped
competition,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,competition,en,2124,exact,scraped
predict,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,predict,en,2124,exact,scraped
note,1.06,1.0,1.11,100,7.16,7.88,6.45,0.08,0.09,0.07,0.58,0.64,0.53,1.27,1.39,1.14,note,en,2124,exact,scraped
day,1.06,1.0,1.11,100,11.36,12.49,10.22,0.1,0.11,0.09,1.18,1.29,1.06,1.27,1.39,1.14,day,en,2124,exact,scraped
automatically,1.06,1.0,1.11,100,22.19,24.41,19.97,0.04,0.05,0.04,0.91,1.0,0.82,0.84,0.93,0.76,automatically,en,2124,exact,scraped
blogge,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,blogge,en,2124,exact,scraped
example,1.06,1.0,1.11,100,9.07,9.97,8.16,0.01,0.01,0.01,0.12,0.13,0.11,0.42,0.46,0.38,example,en,2124,exact,scraped
classification,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,classification,en,2124,exact,scraped
intelligence,1.06,1.0,1.11,100,8.97,9.86,8.07,0.02,0.03,0.02,0.22,0.24,0.2,0.42,0.46,0.38,intelligence,en,2124,exact,scraped
notice,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notice,en,2124,exact,scraped
lecture,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lecture,en,2124,exact,scraped
ipad,1.11,1.0,1.22,100,34.67,38.14,31.2,221.01,243.11,198.91,7662.11,8428.32,6895.9,2427.32,2670.05,2184.58,ipad,en,2124,exact,scraped
blogger,1.07,1.0,1.13,100,19.08,20.99,17.17,2.89,3.18,2.6,55.21,60.73,49.69,44.36,48.79,39.92,blogger,en,2124,exact,scraped
handle,1.06,1.0,1.11,100,28.69,31.56,25.82,0.21,0.23,0.19,6.01,6.61,5.41,6.9,7.59,6.21,handle,en,2124,exact,scraped
higher,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,higher,en,2124,exact,scraped
linode,1.33,1.2,1.47,100,42.77,47.05,38.5,2.22,2.44,2.0,94.85,104.34,85.37,53.23,58.55,47.91,linode,en,2124,exact,scraped
v,1.06,1.0,1.11,100,8.86,9.74,7.97,0.0,0.0,0.0,0.01,0.01,0.01,0.42,0.46,0.38,v,en,2124,exact,scraped
consist,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,consist,en,2124,exact,scraped
class,1.06,1.0,1.11,100,65.04,71.55,58.54,0.03,0.03,0.02,1.66,1.82,1.49,0.42,0.46,0.38,class,en,2124,exact,scraped
basics,1.06,1.0,1.11,100,11.41,12.55,10.26,0.03,0.03,0.03,0.34,0.37,0.31,0.42,0.46,0.38,basics,en,2124,exact,scraped
bashcomplete,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bashcomplete,en,2124,exact,scraped
mentoring,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mentoring,en,2124,exact,scraped
