Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match,source
optimizers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optimizers,en,2124,exact,scraped
helps,1.06,1.0,1.11,100,0.16,0.17,0.14,0.03,0.04,0.03,0.01,0.01,0.0,0.76,0.84,0.68,helps,en,2124,exact,scraped
installation,1.06,1.0,1.11,100,2.8,3.08,2.52,0.21,0.23,0.19,0.58,0.63,0.52,7.03,7.73,6.33,installation,en,2124,exact,scraped
est,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,est,en,2124,exact,scraped
question,1.06,1.0,1.11,100,0.32,0.35,0.29,0.06,0.06,0.05,0.02,0.02,0.02,1.52,1.67,1.37,question,en,2124,exact,scraped
dejohn,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dejohn,en,2124,exact,scraped
opening,1.06,1.0,1.11,100,0.13,0.14,0.11,0.06,0.07,0.05,0.01,0.01,0.01,0.76,0.84,0.68,opening,en,2124,exact,scraped
positions,1.06,1.0,1.11,100,0.28,0.31,0.25,0.12,0.13,0.11,0.03,0.04,0.03,3.99,4.39,3.59,positions,en,2124,exact,scraped
estimated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,estimated,en,2124,exact,scraped
sizes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sizes,en,2124,exact,scraped
strides,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,strides,en,2124,exact,scraped
levels,1.06,1.0,1.11,100,0.63,0.69,0.57,0.88,0.97,0.79,0.55,0.61,0.5,28.12,30.94,25.31,levels,en,2124,exact,scraped
columns,1.06,1.0,1.11,100,0.77,0.85,0.69,0.13,0.15,0.12,0.1,0.11,0.09,9.31,10.24,8.38,columns,en,2124,exact,scraped
excel,1.06,1.0,1.11,100,0.8,0.88,0.72,61.19,67.31,55.07,48.81,53.69,43.93,951.49,1046.64,856.34,excel,en,2124,exact,scraped
column,1.06,1.0,1.11,100,0.38,0.42,0.34,0.1,0.12,0.09,0.04,0.04,0.04,3.23,3.55,2.91,column,en,2124,exact,scraped
financially,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,financially,en,2124,exact,scraped
cross,1.06,1.0,1.11,100,1.29,1.42,1.16,0.46,0.5,0.41,0.59,0.65,0.53,24.7,27.17,22.23,cross,en,2124,exact,scraped
resulted,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resulted,en,2124,exact,scraped
parameters,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,parameters,en,2124,exact,scraped
gerado,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gerado,en,2124,exact,scraped
scale,1.06,1.0,1.11,100,1.17,1.28,1.05,6.46,7.11,5.81,7.53,8.29,6.78,293.79,323.17,264.41,scale,en,2124,exact,scraped
object,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,object,en,2124,exact,scraped
suivants,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,suivants,en,2124,exact,scraped
texting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,texting,en,2124,exact,scraped
premises,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,premises,en,2124,exact,scraped
include,1.06,1.0,1.11,100,0.04,0.05,0.04,0.09,0.09,0.08,0.0,0.0,0.0,1.52,1.67,1.37,include,en,2124,exact,scraped
authenticator,1.06,1.0,1.11,100,10.23,11.26,9.21,0.3,0.33,0.27,3.06,3.37,2.76,16.91,18.6,15.22,authenticator,en,2124,exact,scraped
diversity,1.06,1.0,1.11,100,0.4,0.44,0.36,0.03,0.04,0.03,0.01,0.01,0.01,1.52,1.67,1.37,diversity,en,2124,exact,scraped
majority,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,majority,en,2124,exact,scraped
cookies,1.06,1.0,1.11,100,1.47,1.62,1.32,4.63,5.09,4.17,6.81,7.49,6.13,350.23,385.25,315.21,cookies,en,2124,exact,scraped
government,1.06,1.0,1.11,100,0.48,0.53,0.43,0.14,0.15,0.12,0.07,0.07,0.06,4.56,5.02,4.1,government,en,2124,exact,scraped
legal,1.06,1.0,1.11,100,1.39,1.53,1.25,0.1,0.11,0.09,0.13,0.15,0.12,3.8,4.18,3.42,legal,en,2124,exact,scraped
entity,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entity,en,2124,exact,scraped
represent,1.06,1.0,1.11,100,0.25,0.28,0.23,2.43,2.68,2.19,0.61,0.67,0.55,27.36,30.1,24.63,represent,en,2124,exact,scraped
universitys,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,universitys,en,2124,exact,scraped
economic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,economic,en,2124,exact,scraped
decreased,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,decreased,en,2124,exact,scraped
continued,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,continued,en,2124,exact,scraped
total,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,total,en,2124,exact,scraped
customers,1.06,1.0,1.11,100,0.15,0.16,0.13,0.03,0.03,0.02,0.0,0.0,0.0,0.76,0.84,0.68,customers,en,2124,exact,scraped
serializer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,serializer,en,2124,exact,scraped
serialize,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,serialize,en,2124,exact,scraped
table,1.06,1.0,1.11,100,1.54,1.69,1.39,1.28,1.41,1.16,1.98,2.17,1.78,45.04,49.54,40.53,table,en,2124,exact,scraped
contents,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contents,en,2124,exact,scraped
integration,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,integration,en,2124,exact,scraped
makes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,makes,en,2124,exact,scraped
beginning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beginning,en,2124,exact,scraped
neighbor,1.06,1.0,1.11,100,0.19,0.21,0.17,0.53,0.59,0.48,0.1,0.11,0.09,4.56,5.02,4.1,neighbor,en,2124,exact,scraped
started,1.06,1.0,1.11,100,0.1,0.11,0.09,0.07,0.08,0.07,0.01,0.01,0.01,1.52,1.67,1.37,started,en,2124,exact,scraped
economics,1.06,1.0,1.11,100,1.45,1.6,1.31,2.58,2.84,2.32,3.75,4.13,3.38,269.66,296.62,242.69,economics,en,2124,exact,scraped
roughly,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,roughly,en,2124,exact,scraped
jobs,1.06,1.0,1.11,100,5.73,6.3,5.15,57.37,63.11,51.64,328.59,361.45,295.73,1433.42,1576.76,1290.07,jobs,en,2124,exact,scraped
translating,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,translating,en,2124,exact,scraped
collaborate,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,collaborate,en,2124,exact,scraped
formally,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,formally,en,2124,exact,scraped
maintains,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,maintains,en,2124,exact,scraped
importance,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,importance,en,2124,exact,scraped
solving,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,solving,en,2124,exact,scraped
expo,1.06,1.0,1.11,100,5.95,6.54,5.35,1.36,1.5,1.23,8.12,8.93,7.31,143.28,157.61,128.96,expo,en,2124,exact,scraped
feedforward,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,feedforward,en,2124,exact,scraped
cookie,1.06,1.0,1.11,100,1.97,2.17,1.77,0.13,0.15,0.12,0.26,0.29,0.23,5.51,6.06,4.96,cookie,en,2124,exact,scraped
identifiers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,identifiers,en,2124,exact,scraped
noise,1.06,1.0,1.11,100,0.19,0.2,0.17,0.03,0.03,0.03,0.01,0.01,0.0,0.76,0.84,0.68,noise,en,2124,exact,scraped
results,1.06,1.0,1.11,100,0.09,0.1,0.08,0.34,0.37,0.3,0.03,0.03,0.03,7.79,8.57,7.01,results,en,2124,exact,scraped
sums,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sums,en,2124,exact,scraped
accelerating,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accelerating,en,2124,exact,scraped
longer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,longer,en,2124,exact,scraped
tutoriels,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tutoriels,en,2124,exact,scraped
implemented,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implemented,en,2124,exact,scraped
layers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,layers,en,2124,exact,scraped
indexing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,indexing,en,2124,exact,scraped
experiment,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,experiment,en,2124,exact,scraped
automatically,1.06,1.0,1.11,100,0.13,0.15,0.12,0.1,0.11,0.09,0.01,0.01,0.01,2.28,2.51,2.05,automatically,en,2124,exact,scraped
learned,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,learned,en,2124,exact,scraped
differences,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,differences,en,2124,exact,scraped
locates,1.06,1.0,1.11,100,0.61,0.67,0.55,0.17,0.19,0.15,0.1,0.11,0.09,4.75,5.23,4.28,locates,en,2124,exact,scraped
mountain,1.06,1.0,1.11,100,1.74,1.91,1.56,0.01,0.01,0.01,0.01,0.01,0.01,0.76,0.84,0.68,mountain,en,2124,exact,scraped
mail,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mail,en,2124,exact,scraped
patch,1.06,1.0,1.11,100,0.48,0.53,0.44,0.67,0.74,0.6,0.32,0.36,0.29,17.67,19.44,15.91,patch,en,2124,exact,scraped
universe,1.06,1.0,1.11,100,0.22,0.25,0.2,0.03,0.04,0.03,0.01,0.01,0.01,1.52,1.67,1.37,universe,en,2124,exact,scraped
cfg,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cfg,en,2124,exact,scraped
goes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goes,en,2124,exact,scraped
engine,1.06,1.0,1.11,100,0.31,0.34,0.28,0.02,0.03,0.02,0.01,0.01,0.01,1.52,1.67,1.37,engine,en,2124,exact,scraped
performs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,performs,en,2124,exact,scraped
electronic,1.06,1.0,1.11,100,0.54,0.59,0.49,0.23,0.26,0.21,0.13,0.14,0.11,7.22,7.94,6.5,electronic,en,2124,exact,scraped
minute,1.06,1.0,1.11,100,0.09,0.1,0.08,0.03,0.04,0.03,0.0,0.0,0.0,0.76,0.84,0.68,minute,en,2124,exact,scraped
generalizing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generalizing,en,2124,exact,scraped
simulation,1.06,1.0,1.11,100,1.69,1.86,1.52,0.0,0.0,0.0,0.01,0.01,0.01,1.52,1.67,1.37,simulation,en,2124,exact,scraped
accuracy,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accuracy,en,2124,exact,scraped
arms,1.06,1.0,1.11,100,0.63,0.69,0.56,0.03,0.03,0.02,0.02,0.02,0.02,0.76,0.84,0.68,arms,en,2124,exact,scraped
discussion,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discussion,en,2124,exact,scraped
latest,1.06,1.0,1.11,100,0.08,0.09,0.07,0.34,0.38,0.31,0.03,0.03,0.03,5.32,5.85,4.79,latest,en,2124,exact,scraped
authenticating,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,authenticating,en,2124,exact,scraped
basically,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,basically,en,2124,exact,scraped
anneals,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anneals,en,2124,exact,scraped
discussing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,discussing,en,2124,exact,scraped
known,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,known,en,2124,exact,scraped
positif,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positif,en,2124,exact,scraped
non,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,non,en,2124,exact,scraped
jogos,1.06,1.0,1.11,100,0.19,0.2,0.17,0.03,0.03,0.02,0.01,0.01,0.0,0.76,0.84,0.68,jogos,en,2124,exact,scraped
primeira,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,primeira,en,2124,exact,scraped
vous,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,vous,en,2124,exact,scraped
advances,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advances,en,2124,exact,scraped
deep,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deep,en,2124,exact,scraped
supporter,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,supporter,en,2124,exact,scraped
equipment,1.06,1.0,1.11,100,1.09,1.2,0.98,0.51,0.57,0.46,0.56,0.62,0.5,14.25,15.68,12.83,equipment,en,2124,exact,scraped
bits,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bits,en,2124,exact,scraped
utiliser,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,utiliser,en,2124,exact,scraped
large,1.06,1.0,1.11,100,0.16,0.17,0.14,0.08,0.09,0.08,0.01,0.01,0.01,1.52,1.67,1.37,large,en,2124,exact,scraped
ultimately,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ultimately,en,2124,exact,scraped
delivered,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,delivered,en,2124,exact,scraped
modeled,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,modeled,en,2124,exact,scraped
usefulness,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,usefulness,en,2124,exact,scraped
dataset,1.06,1.0,1.11,100,1.12,1.24,1.01,0.06,0.06,0.05,0.07,0.07,0.06,5.7,6.27,5.13,dataset,en,2124,exact,scraped
figured,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,figured,en,2124,exact,scraped
recommender,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recommender,en,2124,exact,scraped
assuming,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,assuming,en,2124,exact,scraped
commenting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,commenting,en,2124,exact,scraped
parallels,1.06,1.0,1.11,100,5.27,5.8,4.74,9.48,10.43,8.53,49.99,54.99,44.99,123.33,135.66,111.0,parallels,en,2124,exact,scraped
definitely,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,definitely,en,2124,exact,scraped
lead,1.06,1.0,1.11,100,7.95,8.75,7.16,0.04,0.05,0.04,0.35,0.38,0.31,4.56,5.02,4.1,lead,en,2124,exact,scraped
servers,1.14,1.02,1.25,100,10.33,11.36,9.29,0.14,0.15,0.12,1.41,1.55,1.27,6.27,6.9,5.64,servers,en,2124,exact,scraped
matt,1.06,1.0,1.11,100,0.44,0.49,0.4,0.05,0.05,0.04,0.02,0.02,0.02,1.52,1.67,1.37,matt,en,2124,exact,scraped
domain,1.06,1.0,1.11,100,7.99,8.79,7.2,12.38,13.62,11.14,98.98,108.87,89.08,375.88,413.47,338.3,domain,en,2124,exact,scraped
translated,1.06,1.0,1.11,100,3.13,3.44,2.81,4.85,5.34,4.37,15.17,16.69,13.66,233.17,256.49,209.85,translated,en,2124,exact,scraped
multinode,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multinode,en,2124,exact,scraped
daly,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,daly,en,2124,exact,scraped
behalf,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,behalf,en,2124,exact,scraped
optional,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optional,en,2124,exact,scraped
jogo,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jogo,en,2124,exact,scraped
platforms,1.06,1.0,1.11,100,0.77,0.85,0.7,0.03,0.03,0.03,0.02,0.03,0.02,0.76,0.84,0.68,platforms,en,2124,exact,scraped
assign,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,assign,en,2124,exact,scraped
tasks,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tasks,en,2124,exact,scraped
interaction,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interaction,en,2124,exact,scraped
rank,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rank,en,2124,exact,scraped
guelph,1.06,1.0,1.11,100,0.46,0.51,0.42,1.18,1.3,1.06,0.55,0.6,0.49,62.14,68.35,55.93,guelph,en,2124,exact,scraped
nvidia,1.06,1.0,1.11,100,6.02,6.62,5.42,2.09,2.3,1.88,12.58,13.84,11.33,166.47,183.12,149.82,nvidia,en,2124,exact,scraped
nodes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nodes,en,2124,exact,scraped
calculations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calculations,en,2124,exact,scraped
ucls,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ucls,en,2124,exact,scraped
addresses,1.06,1.0,1.11,100,0.16,0.17,0.14,0.18,0.2,0.16,0.03,0.03,0.03,0.76,0.84,0.68,addresses,en,2124,exact,scraped
deletion,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,deletion,en,2124,exact,scraped
receive,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,receive,en,2124,exact,scraped
notification,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,notification,en,2124,exact,scraped
reduced,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reduced,en,2124,exact,scraped
effectively,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,effectively,en,2124,exact,scraped
compares,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,compares,en,2124,exact,scraped
future,1.06,1.0,1.11,100,0.3,0.33,0.27,0.06,0.07,0.06,0.02,0.02,0.02,1.52,1.67,1.37,future,en,2124,exact,scraped
occurs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,occurs,en,2124,exact,scraped
vision,1.06,1.0,1.11,100,1.01,1.11,0.91,0.11,0.12,0.1,0.11,0.12,0.1,4.75,5.23,4.28,vision,en,2124,exact,scraped
requiring,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,requiring,en,2124,exact,scraped
addition,1.06,1.0,1.11,100,0.51,0.56,0.46,0.06,0.07,0.06,0.03,0.04,0.03,3.04,3.34,2.74,addition,en,2124,exact,scraped
showed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,showed,en,2124,exact,scraped
tutorial,1.06,1.0,1.11,100,1.42,1.56,1.28,0.19,0.21,0.17,0.27,0.3,0.25,10.83,11.92,9.75,tutorial,en,2124,exact,scraped
building,1.06,1.0,1.11,100,0.83,0.91,0.75,0.06,0.07,0.06,0.05,0.06,0.05,3.8,4.18,3.42,building,en,2124,exact,scraped
disclaimers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disclaimers,en,2124,exact,scraped
limitations,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,limitations,en,2124,exact,scraped
liability,1.06,1.0,1.11,100,3.62,3.98,3.26,0.44,0.48,0.39,1.59,1.74,1.43,108.7,119.57,97.83,liability,en,2124,exact,scraped
generally,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generally,en,2124,exact,scraped
wear,1.06,1.0,1.11,100,0.45,0.49,0.4,0.07,0.08,0.07,0.03,0.04,0.03,1.71,1.88,1.54,wear,en,2124,exact,scraped
reflective,1.06,1.0,1.11,100,0.46,0.5,0.41,0.08,0.08,0.07,0.03,0.04,0.03,1.52,1.67,1.37,reflective,en,2124,exact,scraped
kunal,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kunal,en,2124,exact,scraped
authored,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,authored,en,2124,exact,scraped
submitted,1.06,1.0,1.11,100,0.15,0.17,0.14,0.11,0.12,0.1,0.02,0.02,0.02,3.04,3.34,2.74,submitted,en,2124,exact,scraped
macroeconomic,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,macroeconomic,en,2124,exact,scraped
reader,1.06,1.0,1.11,100,0.63,0.7,0.57,0.14,0.15,0.12,0.09,0.09,0.08,3.23,3.55,2.91,reader,en,2124,exact,scraped
papers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,papers,en,2124,exact,scraped
proposed,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,proposed,en,2124,exact,scraped
container,1.06,1.0,1.11,100,1.22,1.34,1.1,1.05,1.16,0.95,1.28,1.41,1.15,40.1,44.11,36.09,container,en,2124,exact,scraped
lexs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lexs,en,2124,exact,scraped
growth,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,growth,en,2124,exact,scraped
tuned,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tuned,en,2124,exact,scraped
reasoning,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reasoning,en,2124,exact,scraped
controls,1.06,1.0,1.11,100,0.44,0.49,0.4,0.02,0.02,0.01,0.01,0.01,0.01,0.76,0.84,0.68,controls,en,2124,exact,scraped
calculates,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,calculates,en,2124,exact,scraped
augmenting,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augmenting,en,2124,exact,scraped
technique,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,technique,en,2124,exact,scraped
write,1.06,1.0,1.11,100,1.46,1.61,1.32,0.2,0.22,0.18,0.29,0.32,0.26,4.75,5.23,4.28,write,en,2124,exact,scraped
optim,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,optim,en,2124,exact,scraped
optimizer,1.06,1.0,1.11,100,0.5,0.55,0.45,0.04,0.04,0.03,0.02,0.02,0.02,0.76,0.84,0.68,optimizer,en,2124,exact,scraped
trains,1.06,1.0,1.11,100,0.52,0.57,0.47,0.72,0.79,0.65,0.37,0.41,0.34,18.05,19.86,16.25,trains,en,2124,exact,scraped
predictive,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,predictive,en,2124,exact,scraped
architecture,1.06,1.0,1.11,100,2.79,3.07,2.51,0.37,0.4,0.33,1.02,1.13,0.92,28.88,31.77,26.0,architecture,en,2124,exact,scraped
halls,1.06,1.0,1.11,100,0.54,0.59,0.49,0.06,0.07,0.05,0.03,0.04,0.03,2.28,2.51,2.05,halls,en,2124,exact,scraped
communications,1.06,1.0,1.11,100,0.67,0.73,0.6,0.06,0.06,0.05,0.04,0.04,0.03,2.28,2.51,2.05,communications,en,2124,exact,scraped
adobe,1.06,1.0,1.11,100,3.61,3.97,3.25,269.11,296.02,242.2,971.05,1068.16,873.95,2613.52,2874.87,2352.17,adobe,en,2124,exact,scraped
product,1.06,1.0,1.11,100,0.3,0.34,0.27,0.09,0.1,0.08,0.03,0.03,0.03,3.8,4.18,3.42,product,en,2124,exact,scraped
note,1.06,1.0,1.11,100,0.6,0.66,0.54,0.03,0.03,0.03,0.02,0.02,0.02,1.52,1.67,1.37,note,en,2124,exact,scraped
need,1.06,1.0,1.11,100,0.34,0.38,0.31,0.04,0.04,0.04,0.01,0.02,0.01,0.76,0.84,0.68,need,en,2124,exact,scraped
personalizing,1.06,1.0,1.11,100,2.79,3.07,2.51,0.01,0.01,0.01,0.02,0.02,0.02,0.76,0.84,0.68,personalizing,en,2124,exact,scraped
mozilla,1.06,1.0,1.11,100,0.1,0.11,0.09,4.28,4.7,3.85,0.41,0.46,0.37,23.94,26.34,21.55,mozilla,en,2124,exact,scraped
governing,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,governing,en,2124,exact,scraped
centered,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centered,en,2124,exact,scraped
sigmoid,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sigmoid,en,2124,exact,scraped
employee,1.06,1.0,1.11,100,0.53,0.58,0.48,0.06,0.06,0.05,0.03,0.03,0.03,1.52,1.67,1.37,employee,en,2124,exact,scraped
investor,1.06,1.0,1.11,100,1.87,2.05,1.68,0.3,0.33,0.27,0.56,0.61,0.5,16.91,18.6,15.22,investor,en,2124,exact,scraped
performer,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,performer,en,2124,exact,scraped
