Keyword,ad_position_average,ad_position_max,ad_position_min,bid,cpc_average,cpc_max,cpc_min,daily_clicks_average,daily_clicks_max,daily_clicks_min,daily_cost_average,daily_cost_max,daily_cost_min,daily_impressions_average,daily_impressions_max,daily_impressions_min,key,language,loc_id,match,source
offensive,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offensive,en,2124,exact,scraped
center,1.06,1.0,1.11,100,1.0,1.1,0.9,0.04,0.04,0.03,0.04,0.04,0.03,0.9,0.99,0.81,center,en,2124,exact,scraped
resource,1.06,1.0,1.11,100,0.69,0.75,0.62,0.16,0.17,0.14,0.11,0.12,0.1,4.16,4.57,3.74,resource,en,2124,exact,scraped
geralmente,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,geralmente,en,2124,exact,scraped
de,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,de,en,2124,exact,scraped
availability,1.06,1.0,1.11,100,0.68,0.75,0.62,0.11,0.12,0.1,0.08,0.08,0.07,5.24,5.76,4.72,availability,en,2124,exact,scraped
access,1.06,1.0,1.11,100,1.94,2.14,1.75,1.47,1.61,1.32,2.85,3.13,2.56,71.18,78.3,64.06,access,en,2124,exact,scraped
rival,1.06,1.0,1.11,100,0.58,0.64,0.52,0.29,0.32,0.26,0.17,0.19,0.15,5.06,5.56,4.55,rival,en,2124,exact,scraped
inform,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inform,en,2124,exact,scraped
reasonable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,reasonable,en,2124,exact,scraped
approachable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,approachable,en,2124,exact,scraped
descent,1.06,1.0,1.11,100,0.64,0.7,0.58,0.11,0.12,0.1,0.07,0.08,0.06,1.81,1.99,1.63,descent,en,2124,exact,scraped
current,1.06,1.0,1.11,100,4.95,5.44,4.45,0.67,0.73,0.6,3.3,3.63,2.97,6.87,7.55,6.18,current,en,2124,exact,scraped
para,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,para,en,2124,exact,scraped
ligne,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ligne,en,2124,exact,scraped
kaufen,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kaufen,en,2124,exact,scraped
seguir,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,seguir,en,2124,exact,scraped
software,1.06,1.0,1.11,100,2.72,2.99,2.45,0.26,0.29,0.24,0.71,0.79,0.64,21.14,23.25,19.02,software,en,2124,exact,scraped
anbieter,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,anbieter,en,2124,exact,scraped
descargas,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,descargas,en,2124,exact,scraped
conta,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conta,en,2124,exact,scraped
frun,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,frun,en,2124,exact,scraped
recherche,1.06,1.0,1.11,100,2.19,2.41,1.97,0.06,0.06,0.05,0.13,0.14,0.11,5.96,6.56,5.37,recherche,en,2124,exact,scraped
autodesk,1.06,1.0,1.12,100,24.77,27.25,22.3,38.49,42.34,34.64,953.65,1049.01,858.28,591.12,650.23,532.01,autodesk,en,2124,exact,scraped
cuentas,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cuentas,en,2124,exact,scraped
foros,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foros,en,2124,exact,scraped
mquina,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mquina,en,2124,exact,scraped
um,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,um,en,2124,exact,scraped
need,1.06,1.0,1.11,100,1.08,1.19,0.97,0.17,0.18,0.15,0.18,0.2,0.16,6.32,6.96,5.69,need,en,2124,exact,scraped
demand,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,demand,en,2124,exact,scraped
taking,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,taking,en,2124,exact,scraped
resize,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,resize,en,2124,exact,scraped
earlier,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,earlier,en,2124,exact,scraped
augmented,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,augmented,en,2124,exact,scraped
introduce,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,introduce,en,2124,exact,scraped
intersection,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,intersection,en,2124,exact,scraped
requires,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,requires,en,2124,exact,scraped
standard,1.06,1.0,1.11,100,0.89,0.98,0.8,0.03,0.04,0.03,0.03,0.03,0.03,1.81,1.99,1.63,standard,en,2124,exact,scraped
exchange,1.06,1.0,1.11,100,0.73,0.8,0.66,4.08,4.49,3.67,2.98,3.28,2.68,51.85,57.03,46.66,exchange,en,2124,exact,scraped
secure,1.06,1.0,1.11,100,5.0,5.5,4.5,0.62,0.68,0.56,3.09,3.39,2.78,17.16,18.88,15.45,secure,en,2124,exact,scraped
bad,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bad,en,2124,exact,scraped
similarly,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,similarly,en,2124,exact,scraped
billion,1.06,1.0,1.11,100,0.65,0.72,0.59,0.02,0.02,0.02,0.01,0.02,0.01,0.9,0.99,0.81,billion,en,2124,exact,scraped
dollar,1.06,1.0,1.11,100,1.41,1.55,1.27,2.46,2.71,2.22,3.46,3.81,3.12,23.67,26.03,21.3,dollar,en,2124,exact,scraped
operation,1.06,1.0,1.11,100,0.53,0.58,0.48,0.09,0.1,0.08,0.05,0.05,0.04,1.81,1.99,1.63,operation,en,2124,exact,scraped
couple,1.06,1.0,1.11,100,0.43,0.48,0.39,0.02,0.02,0.02,0.01,0.01,0.01,0.9,0.99,0.81,couple,en,2124,exact,scraped
doubt,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,doubt,en,2124,exact,scraped
stack,1.06,1.0,1.11,100,0.44,0.49,0.4,0.06,0.07,0.06,0.03,0.03,0.02,0.9,0.99,0.81,stack,en,2124,exact,scraped
conventional,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,conventional,en,2124,exact,scraped
popularity,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,popularity,en,2124,exact,scraped
sette,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sette,en,2124,exact,scraped
date,1.06,1.0,1.11,100,1.42,1.56,1.28,1.8,1.98,1.62,2.56,2.81,2.3,138.39,152.22,124.55,date,en,2124,exact,scraped
recommend,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,recommend,en,2124,exact,scraped
decay,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,decay,en,2124,exact,scraped
gan,1.06,1.0,1.11,100,1.65,1.81,1.48,0.33,0.36,0.3,0.54,0.6,0.49,18.25,20.07,16.42,gan,en,2124,exact,scraped
number,1.06,1.0,1.11,100,0.39,0.43,0.35,0.08,0.08,0.07,0.03,0.03,0.03,2.71,2.98,2.44,number,en,2124,exact,scraped
ayoosh,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ayoosh,en,2124,exact,scraped
kathuria,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kathuria,en,2124,exact,scraped
bboxes,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bboxes,en,2124,exact,scraped
normalize,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normalize,en,2124,exact,scraped
ps api key,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ps api key,en,2124,exact,scraped
surely,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,surely,en,2124,exact,scraped
sampling,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sampling,en,2124,exact,scraped
based,1.06,1.0,1.11,100,0.6,0.66,0.54,0.08,0.09,0.07,0.05,0.05,0.04,2.53,2.78,2.28,based,en,2124,exact,scraped
melhorando,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,melhorando,en,2124,exact,scraped
goal,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,goal,en,2124,exact,scraped
comfortable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,comfortable,en,2124,exact,scraped
requirements,1.06,1.0,1.11,100,1.0,1.09,0.9,0.2,0.22,0.18,0.2,0.22,0.18,8.85,9.74,7.97,requirements,en,2124,exact,scraped
divinity,1.06,1.0,1.11,100,0.7,0.77,0.63,0.11,0.12,0.1,0.08,0.09,0.07,3.25,3.58,2.93,divinity,en,2124,exact,scraped
connect,1.06,1.0,1.11,100,0.98,1.08,0.88,0.4,0.44,0.36,0.39,0.43,0.35,20.96,23.05,18.86,connect,en,2124,exact,scraped
suggest,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,suggest,en,2124,exact,scraped
agent,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,agent,en,2124,exact,scraped
plm,1.06,1.0,1.11,100,2.99,3.28,2.69,0.24,0.26,0.21,0.71,0.78,0.64,23.85,26.23,21.46,plm,en,2124,exact,scraped
ir,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ir,en,2124,exact,scraped
loss,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,loss,en,2124,exact,scraped
setting,1.06,1.0,1.11,100,0.93,1.03,0.84,0.08,0.09,0.07,0.07,0.08,0.07,1.45,1.59,1.3,setting,en,2124,exact,scraped
improve,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,improve,en,2124,exact,scraped
left,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,left,en,2124,exact,scraped
mech,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mech,en,2124,exact,scraped
login,1.06,1.0,1.11,100,0.56,0.62,0.51,2.36,2.6,2.13,1.33,1.47,1.2,53.66,59.02,48.29,login,en,2124,exact,scraped
outputs,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,outputs,en,2124,exact,scraped
stoppropagation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stoppropagation,en,2124,exact,scraped
lesson,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lesson,en,2124,exact,scraped
offense,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,offense,en,2124,exact,scraped
technological,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,technological,en,2124,exact,scraped
generated,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,generated,en,2124,exact,scraped
podemos,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,podemos,en,2124,exact,scraped
creates,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,creates,en,2124,exact,scraped
twitter,1.06,1.0,1.11,100,0.7,0.77,0.63,3.68,4.04,3.31,2.57,2.83,2.32,110.38,121.42,99.34,twitter,en,2124,exact,scraped
accept,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accept,en,2124,exact,scraped
part,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,part,en,2124,exact,scraped
trip,1.06,1.0,1.11,100,3.72,4.1,3.35,10.19,11.21,9.17,37.92,41.72,34.13,282.55,310.81,254.3,trip,en,2124,exact,scraped
feed,1.06,1.0,1.11,100,0.93,1.02,0.84,0.04,0.05,0.04,0.04,0.04,0.04,1.81,1.99,1.63,feed,en,2124,exact,scraped
input,1.06,1.0,1.11,100,10.15,11.17,9.14,0.02,0.02,0.02,0.21,0.23,0.19,0.9,0.99,0.81,input,en,2124,exact,scraped
suite,1.06,1.0,1.11,100,3.22,3.54,2.9,0.01,0.01,0.01,0.02,0.02,0.02,0.72,0.79,0.65,suite,en,2124,exact,scraped
community,1.06,1.0,1.11,100,8.34,9.17,7.51,0.02,0.02,0.02,0.19,0.21,0.17,1.63,1.79,1.46,community,en,2124,exact,scraped
achieve,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,achieve,en,2124,exact,scraped
reward,1.06,1.0,1.11,100,1.29,1.42,1.16,0.19,0.2,0.17,0.24,0.26,0.22,5.24,5.76,4.72,reward,en,2124,exact,scraped
fellow,1.06,1.0,1.11,100,1.19,1.31,1.07,0.11,0.12,0.1,0.13,0.14,0.11,1.63,1.79,1.46,fellow,en,2124,exact,scraped
assemble,1.06,1.0,1.11,100,0.45,0.5,0.41,0.02,0.02,0.02,0.01,0.01,0.01,0.9,0.99,0.81,assemble,en,2124,exact,scraped
groundwork,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,groundwork,en,2124,exact,scraped
automl,1.06,1.0,1.11,100,5.51,6.06,4.96,0.19,0.21,0.17,1.06,1.17,0.96,14.99,16.49,13.5,automl,en,2124,exact,scraped
architecture,1.06,1.0,1.11,100,3.53,3.88,3.17,0.22,0.24,0.2,0.78,0.86,0.7,28.18,31.0,25.36,architecture,en,2124,exact,scraped
search,1.06,1.0,1.11,100,11.27,12.4,10.15,4.89,5.38,4.4,55.13,60.65,49.62,472.42,519.67,425.18,search,en,2124,exact,scraped
skip,1.06,1.0,1.11,100,0.5,0.55,0.45,65.53,72.08,58.98,32.68,35.95,29.41,817.48,899.23,735.74,skip,en,2124,exact,scraped
child,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,child,en,2124,exact,scraped
network,1.06,1.0,1.11,100,11.21,12.33,10.09,0.21,0.23,0.19,2.39,2.63,2.15,35.95,39.55,32.36,network,en,2124,exact,scraped
interaction,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interaction,en,2124,exact,scraped
include,1.06,1.0,1.11,100,0.22,0.24,0.2,0.04,0.04,0.03,0.01,0.01,0.01,0.9,0.99,0.81,include,en,2124,exact,scraped
limitation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,limitation,en,2124,exact,scraped
finally,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,finally,en,2124,exact,scraped
exporter,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,exporter,en,2124,exact,scraped
argue,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,argue,en,2124,exact,scraped
easy,1.06,1.0,1.11,100,0.35,0.38,0.31,0.43,0.48,0.39,0.15,0.17,0.14,4.34,4.77,3.9,easy,en,2124,exact,scraped
learned,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,learned,en,2124,exact,scraped
late,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,late,en,2124,exact,scraped
heavily,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,heavily,en,2124,exact,scraped
rate,1.06,1.0,1.11,100,2.03,2.24,1.83,0.03,0.03,0.03,0.06,0.06,0.05,0.9,0.99,0.81,rate,en,2124,exact,scraped
includes,1.06,1.0,1.11,100,0.36,0.4,0.33,0.11,0.12,0.1,0.04,0.04,0.04,1.81,1.99,1.63,includes,en,2124,exact,scraped
questions,1.06,1.0,1.11,100,0.44,0.49,0.4,0.46,0.51,0.42,0.2,0.22,0.18,12.28,13.51,11.06,questions,en,2124,exact,scraped
base,1.06,1.0,1.11,100,0.76,0.83,0.68,0.19,0.21,0.17,0.15,0.16,0.13,4.16,4.57,3.74,base,en,2124,exact,scraped
get autoencoder,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,get autoencoder,en,2124,exact,scraped
previous,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,previous,en,2124,exact,scraped
centers,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,centers,en,2124,exact,scraped
rabo,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,rabo,en,2124,exact,scraped
begin,1.06,1.0,1.11,100,0.32,0.35,0.29,0.11,0.13,0.1,0.04,0.04,0.03,0.9,0.99,0.81,begin,en,2124,exact,scraped
extract,1.06,1.0,1.11,100,0.91,1.0,0.82,0.06,0.07,0.05,0.05,0.06,0.05,0.9,0.99,0.81,extract,en,2124,exact,scraped
measure,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,measure,en,2124,exact,scraped
chose,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chose,en,2124,exact,scraped
series,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,series,en,2124,exact,scraped
principal,1.06,1.0,1.11,100,1.1,1.21,0.99,0.04,0.05,0.04,0.05,0.05,0.04,1.81,1.99,1.63,principal,en,2124,exact,scraped
nodej,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nodej,en,2124,exact,scraped
magazine,1.06,1.0,1.11,100,0.84,0.93,0.76,0.13,0.14,0.12,0.11,0.12,0.1,5.96,6.56,5.37,magazine,en,2124,exact,scraped
sne,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sne,en,2124,exact,scraped
people,1.06,1.0,1.11,100,1.34,1.47,1.2,64.6,71.06,58.14,86.29,94.91,77.66,3280.41,3608.45,2952.37,people,en,2124,exact,scraped
projects,1.06,1.0,1.11,100,12.85,14.13,11.56,0.03,0.03,0.03,0.38,0.42,0.34,7.05,7.75,6.34,projects,en,2124,exact,scraped
single,1.06,1.0,1.11,100,1.76,1.94,1.59,1.16,1.27,1.04,2.04,2.24,1.84,65.4,71.94,58.86,single,en,2124,exact,scraped
refund,1.06,1.0,1.11,100,0.76,0.84,0.69,0.03,0.04,0.03,0.02,0.03,0.02,0.9,0.99,0.81,refund,en,2124,exact,scraped
entretainment,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entretainment,en,2124,exact,scraped
system,1.06,1.0,1.11,100,0.6,0.66,0.54,0.11,0.12,0.1,0.06,0.07,0.06,6.14,6.76,5.53,system,en,2124,exact,scraped
coco,1.06,1.0,1.11,100,0.44,0.48,0.39,0.14,0.16,0.13,0.06,0.07,0.06,2.53,2.78,2.28,coco,en,2124,exact,scraped
minimum,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,minimum,en,2124,exact,scraped
supervised,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,supervised,en,2124,exact,scraped
workshoprag,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,workshoprag,en,2124,exact,scraped
design,1.06,1.0,1.11,100,1.05,1.15,0.94,0.17,0.19,0.16,0.18,0.2,0.16,7.77,8.55,6.99,design,en,2124,exact,scraped
animation,1.06,1.0,1.11,100,2.57,2.82,2.31,0.81,0.89,0.73,2.07,2.28,1.86,25.83,28.42,23.25,animation,en,2124,exact,scraped
implement,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,implement,en,2124,exact,scraped
user,1.06,1.0,1.11,100,0.37,0.4,0.33,0.06,0.07,0.05,0.02,0.02,0.02,1.81,1.99,1.63,user,en,2124,exact,scraped
soliton,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,soliton,en,2124,exact,scraped
mat,1.06,1.0,1.11,100,1.2,1.32,1.08,0.2,0.22,0.18,0.24,0.26,0.21,6.68,7.35,6.02,mat,en,2124,exact,scraped
nuclear,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nuclear,en,2124,exact,scraped
theory,1.06,1.0,1.11,100,4.91,5.41,4.42,19.54,21.5,17.59,96.04,105.65,86.44,272.07,299.28,244.87,theory,en,2124,exact,scraped
multilinear,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,multilinear,en,2124,exact,scraped
measurement,1.06,1.0,1.11,100,1.53,1.69,1.38,0.04,0.04,0.03,0.06,0.06,0.05,4.34,4.77,3.9,measurement,en,2124,exact,scraped
modelling,1.06,1.0,1.11,100,0.93,1.02,0.84,0.21,0.24,0.19,0.2,0.22,0.18,9.39,10.33,8.45,modelling,en,2124,exact,scraped
exercise,1.06,1.0,1.11,100,1.66,1.82,1.49,0.24,0.27,0.22,0.41,0.45,0.36,9.57,10.53,8.62,exercise,en,2124,exact,scraped
advance,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,advance,en,2124,exact,scraped
targ,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,targ,en,2124,exact,scraped
disclaim,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,disclaim,en,2124,exact,scraped
selecting,1.06,1.0,1.11,100,1.15,1.26,1.03,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.99,0.81,selecting,en,2124,exact,scraped
computador,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computador,en,2124,exact,scraped
square,1.06,1.0,1.12,100,23.0,25.3,20.7,52.67,57.93,47.4,1211.29,1332.42,1090.16,1529.28,1682.21,1376.35,square,en,2124,exact,scraped
print,1.06,1.0,1.11,100,1.4,1.54,1.26,1.74,1.91,1.57,2.44,2.68,2.19,51.49,56.64,46.34,print,en,2124,exact,scraped
measurable,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,measurable,en,2124,exact,scraped
computational,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,computational,en,2124,exact,scraped
image,1.06,1.0,1.11,100,7.71,8.48,6.94,0.14,0.16,0.13,1.09,1.2,0.98,12.28,13.51,11.06,image,en,2124,exact,scraped
security,1.06,1.0,1.11,100,6.39,7.03,5.75,0.95,1.04,0.85,6.04,6.64,5.44,111.47,122.61,100.32,security,en,2124,exact,scraped
suboptimal,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,suboptimal,en,2124,exact,scraped
switch,1.06,1.0,1.11,100,0.71,0.78,0.64,1.2,1.31,1.08,0.85,0.94,0.77,30.35,33.39,27.32,switch,en,2124,exact,scraped
found,1.06,1.0,1.11,100,1.18,1.29,1.06,0.08,0.09,0.07,0.09,0.1,0.08,4.52,4.97,4.06,found,en,2124,exact,scraped
ticket,1.06,1.0,1.11,100,3.46,3.8,3.11,2.43,2.67,2.19,8.4,9.24,7.56,98.64,108.5,88.78,ticket,en,2124,exact,scraped
signal,1.06,1.0,1.11,100,1.31,1.44,1.18,0.02,0.02,0.01,0.02,0.02,0.02,1.81,1.99,1.63,signal,en,2124,exact,scraped
encuentro,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,encuentro,en,2124,exact,scraped
long,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,long,en,2124,exact,scraped
segregation,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,segregation,en,2124,exact,scraped
shortcut,1.06,1.0,1.11,100,0.71,0.79,0.64,0.01,0.01,0.01,0.01,0.01,0.01,0.9,0.99,0.81,shortcut,en,2124,exact,scraped
month,1.06,1.0,1.11,100,0.31,0.34,0.28,0.02,0.03,0.02,0.01,0.01,0.01,0.9,0.99,0.81,month,en,2124,exact,scraped
correspond,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,correspond,en,2124,exact,scraped
position,1.06,1.0,1.11,100,1.16,1.28,1.05,0.03,0.03,0.02,0.03,0.03,0.03,2.71,2.98,2.44,position,en,2124,exact,scraped
cover,1.06,1.0,1.11,100,0.82,0.9,0.74,0.56,0.62,0.51,0.46,0.5,0.41,14.81,16.3,13.33,cover,en,2124,exact,scraped
specifically,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,specifically,en,2124,exact,scraped
manage,1.06,1.0,1.11,100,2.56,2.82,2.3,0.09,0.1,0.08,0.22,0.24,0.2,7.05,7.75,6.34,manage,en,2124,exact,scraped
horizontal,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,horizontal,en,2124,exact,scraped
object,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,object,en,2124,exact,scraped
detector,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,detector,en,2124,exact,scraped
procese,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,procese,en,2124,exact,scraped
page,1.06,1.0,1.11,100,0.34,0.37,0.31,0.28,0.3,0.25,0.09,0.1,0.08,7.05,7.75,6.34,page,en,2124,exact,scraped
serie,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,serie,en,2124,exact,scraped
example,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,example,en,2124,exact,scraped
ubuntu,1.06,1.0,1.11,100,1.92,2.11,1.73,0.02,0.02,0.02,0.04,0.04,0.04,2.71,2.98,2.44,ubuntu,en,2124,exact,scraped
deliver,1.06,1.0,1.11,100,2.21,2.43,1.99,0.04,0.04,0.03,0.08,0.09,0.07,2.53,2.78,2.28,deliver,en,2124,exact,scraped
ensure,1.06,1.0,1.12,100,2.14,2.35,1.92,2.08,2.29,1.88,4.46,4.9,4.01,135.86,149.44,122.27,ensure,en,2124,exact,scraped
extend,1.06,1.0,1.11,100,2.05,2.25,1.84,0.11,0.12,0.1,0.23,0.25,0.21,4.52,4.97,4.06,extend,en,2124,exact,scraped
captura,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,captura,en,2124,exact,scraped
produces,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,produces,en,2124,exact,scraped
abonnement,,,,100,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,abonnement,en,2124,exact,scraped
